Date,AAPL,AMZN,GOOGL,META,MSFT,TSLA
2023-12-18,193.69744873046875,154.07000732421875,134.6063995361328,341.62005615234375,365.5475769042969,252.0800018310547
2023-12-19,194.7357177734375,153.7899932861328,135.44894409179688,347.3100891113281,366.14593505859375,257.2200012207031
2023-12-20,192.6493377685547,152.1199951171875,137.12408447265625,346.23944091796875,363.5562744140625,247.13999938964844
2023-12-21,192.50100708007812,153.83999633789062,139.18580627441406,351.00762939453125,366.4206237792969,254.5
2023-12-22,191.43310546875,153.4199981689453,140.2464141845703,350.313720703125,367.44073486328125,252.5399932861328
2023-12-26,190.88925170898438,153.41000366210938,140.27615356445312,351.74114990234375,367.5192565917969,256.6099853515625
2023-12-27,190.9881134033203,153.33999633789062,139.13626098632812,354.71502685546875,366.9405517578125,261.44000244140625
2023-12-28,191.41329956054688,153.3800048828125,138.99746704101562,355.2007751464844,368.1274719238281,253.17999267578125
2023-12-29,190.3750457763672,151.94000244140625,138.4622344970703,350.87872314453125,368.87298583984375,248.47999572753906
2024-01-02,183.56219482421875,149.92999267578125,136.95558166503906,343.2754821777344,363.801513671875,248.4199981689453
2024-01-03,182.187744140625,148.47000122070312,137.69900512695312,341.4713439941406,363.5366516113281,238.4499969482422
2024-01-04,179.87393188476562,144.57000732421875,135.19122314453125,344.0982666015625,360.9273376464844,237.92999267578125
2024-01-05,179.152099609375,145.24000549316406,134.5370330810547,348.88629150390625,360.7409362792969,237.49000549316406
2024-01-08,183.4830780029297,149.10000610351562,137.6197052001953,355.537841796875,367.54864501953125,240.4499969482422
2024-01-09,183.0677947998047,151.3699951171875,139.7111358642578,354.3184814453125,368.6277160644531,234.9600067138672
2024-01-10,184.10604858398438,153.72999572753906,141.0294647216797,367.2449951171875,375.4747009277344,233.94000244140625
2024-01-11,183.51275634765625,155.17999267578125,140.8312225341797,366.45196533203125,377.29925537109375,227.22000122070312
2024-01-12,183.8390655517578,154.6199951171875,141.39620971679688,371.22998046875,381.0660400390625,218.88999938964844
2024-01-16,181.57470703125,153.16000366210938,141.23760986328125,364.2611999511719,382.8317565917969,219.91000366210938
2024-01-17,180.6352996826172,151.7100067138672,140.22657775878906,365.163330078125,382.0469970703125,215.5500030517578
2024-01-18,186.5187225341797,153.5,142.2189178466797,372.85577392578125,386.36309814453125,211.8800048828125
2024-01-19,189.41590881347656,155.33999633789062,145.09341430664062,380.1120910644531,391.0716552734375,212.19000244140625
2024-01-22,191.71986389160156,154.77999877929688,144.7068328857422,378.45660400390625,388.9528503417969,208.8000030517578
2024-01-23,192.99539184570312,156.02000427246094,145.7476348876953,381.8468322753906,391.2972717285156,209.13999938964844
2024-01-24,192.32302856445312,156.8699951171875,147.39303588867188,387.2989196777344,394.88751220703125,207.8300018310547
2024-01-25,191.99671936035156,157.75,150.53515625,389.7573547363281,397.15350341796875,182.6300048828125
2024-01-26,190.2662811279297,159.1199951171875,150.85238647460938,390.708984375,396.2314147949219,183.25
2024-01-29,189.5840301513672,161.25999450683594,152.16073608398438,397.529052734375,401.91107177734375,190.92999267578125
2024-01-30,185.93531799316406,159.0,150.1287841796875,396.57745361328125,400.80255126953125,191.58999633789062
2024-01-31,182.33604431152344,155.1999969482422,138.86862182617188,386.74383544921875,390.00244140625,187.2899932861328
2024-02-01,184.76853942871094,159.27999877929688,139.91932678222656,391.3433532714844,396.084228515625,188.86000061035156
2024-02-02,183.76983642578125,171.80999755859375,141.1285858154297,470.8551025390625,403.3824768066406,187.91000366210938
2024-02-05,185.57936096191406,170.30999755859375,142.4171600341797,455.41082763671875,397.91864013671875,181.05999755859375
2024-02-06,187.18121337890625,169.14999389648438,142.83346557617188,450.7616271972656,397.7616882324219,185.10000610351562
2024-02-07,187.28997802734375,170.52999877929688,144.2608184814453,465.502197265625,406.1585388183594,187.5800018310547
2024-02-08,186.2122039794922,169.83999633789062,144.6275634765625,465.90863037109375,406.21734619140625,189.55999755859375
2024-02-09,186.97454833984375,174.4499969482422,147.69041442871094,464.0350341796875,412.53460693359375,193.57000732421875
2024-02-12,185.2914276123047,172.33999633789062,146.23333740234375,464.81817626953125,407.34552001953125,188.1300048828125
2024-02-13,183.202392578125,168.63999938964844,143.8643035888672,456.1146545410156,398.57586669921875,184.02000427246094
2024-02-14,182.32122802734375,170.97999572753906,144.6573028564453,469.1600646972656,402.4282531738281,188.7100067138672
2024-02-15,182.03408813476562,169.8000030517578,141.51516723632812,479.81640625,399.5487365722656,200.4499969482422
2024-02-16,180.49951171875,169.50999450683594,139.28494262695312,469.19970703125,397.09185791015625,199.9499969482422
2024-02-20,179.75692749023438,167.0800018310547,139.87966918945312,467.64337158203125,395.8437805175781,193.75999450683594
2024-02-21,180.5093994140625,168.58999633789062,141.2970733642578,464.4480285644531,395.2442626953125,194.77000427246094
2024-02-22,182.53903198242188,174.5800018310547,142.8235321044922,482.4094543457031,404.5509948730469,197.41000366210938
2024-02-23,180.70742797851562,174.99000549316406,142.69471740722656,480.3255615234375,403.2635803222656,191.97000122070312
2024-02-26,179.36090087890625,174.72999572753906,136.36087036132812,478.0531005859375,400.51190185546875,199.39999389648438
2024-02-27,180.81634521484375,173.5399932861328,137.65936279296875,483.3224182128906,400.452880859375,199.72999572753906
2024-02-28,179.6183319091797,173.16000366210938,135.1813201904297,480.3155822753906,400.6888122558594,202.0399932861328
2024-02-29,178.95497131347656,176.75999450683594,137.2430419921875,486.37884521484375,406.5067138671875,201.8800048828125
2024-03-01,177.8758087158203,178.22000122070312,135.93463134765625,498.4556884765625,408.3345947265625,202.63999938964844
2024-03-04,173.361083984375,177.5800018310547,132.1779327392578,494.3772277832031,407.7646484375,188.13999938964844
2024-03-05,168.4305419921875,174.1199951171875,131.50392150878906,486.46820068359375,395.7061767578125,180.74000549316406
2024-03-06,167.4404754638672,173.50999450683594,130.2450714111328,492.2933044433594,395.1558532714844,176.5399932861328
2024-03-07,167.3216552734375,176.82000732421875,133.19891357421875,508.2700500488281,402.0843200683594,178.64999389648438
2024-03-08,169.0344696044922,175.35000610351562,134.21983337402344,502.07781982421875,399.2146301269531,175.33999633789062
2024-03-11,171.03440856933594,171.9600067138672,136.45999145507812,479.888916015625,397.5439147949219,177.77000427246094
2024-03-12,171.50965881347656,175.38999938964844,137.28265380859375,495.92523193359375,408.1184387207031,177.5399932861328
2024-03-13,169.43052673339844,176.55999755859375,138.56130981445312,491.7772216796875,407.94146728515625,169.47999572753906
